,Date,Tm,H_V,Opp,Result,MP,FG,FGA,FG%,2P,2PA,2P%,3P,3PA,3P%,FT,FTA,FT%,PTS,FG.1,FGA.1,FG%.1,2P.1,2PA.1,2P%.1,3P.1,3PA.1,3P%.1,FT.1,FTA.1,FT%.1,PTS.1
57,2016-01-10,NYK,,MIL,W 100-88,240,39,84,.464,32,60,.533,7,24,.292,15,18,.833,100,32,80,.400,29,67,.433,3,13,.231,21,30,.700,88
58,2016-01-08,NYK,@,SAS,L 99-100,240,38,91,.418,29,70,.414,9,21,.429,14,17,.824,99,41,93,.441,37,80,.463,4,13,.308,14,17,.824,100
59,2016-01-06,NYK,@,MIA,W 98-90,240,39,70,.557,36,62,.581,3,8,.375,17,18,.944,98,37,82,.451,35,65,.538,2,17,.118,14,15,.933,90
60,2016-01-05,NYK,@,ATL,W 107-101,240,40,84,.476,35,66,.530,5,18,.278,22,24,.917,107,37,87,.425,22,48,.458,15,39,.385,12,19,.632,101
61,2016-01-03,NYK,,ATL,W 111-97,240,44,88,.500,33,62,.532,11,26,.423,12,14,.857,111,37,84,.440,29,58,.500,8,26,.308,15,20,.750,97
62,Date,Tm,Â,Opp,Result,MP,FG,FGA,FG%,2P,2PA,2P%,3P,3PA,3P%,FT,FTA,FT%,PTS,FG,FGA,FG%,2P,2PA,2P%,3P,3PA,3P%,FT,FTA,FT%,PTS
63,2016-01-01,NYK,@,CHI,L 81-108,240,31,84,.369,25,65,.385,6,19,.316,13,17,.765,81,39,85,.459,29,69,.420,10,16,.625,20,25,.800,108
64,2015-12-29,NYK,,DET,W 108-96,240,43,79,.544,35,63,.556,8,16,.500,14,17,.824,108,37,89,.416,27,62,.435,10,27,.370,12,17,.706,96
65,2015-12-27,NYK,@,BOS,L 91-100,240,33,89,.371,29,70,.414,4,19,.211,21,24,.875,91,36,85,.424,28,65,.431,8,20,.400,20,29,.690,100
66,2015-12-26,NYK,@,ATL,L 98-117,240,39,81,.481,32,57,.561,7,24,.292,13,17,.765,98,47,88,.534,39,63,.619,8,25,.320,15,18,.833,117
67,2015-12-23,NYK,@,CLE,L 84-91,240,32,82,.390,27,66,.409,5,16,.313,15,16,.938,84,32,83,.386,27,61,.443,5,22,.227,22,25,.880,91
68,2015-12-21,NYK,,ORL,L 99-107,240,39,76,.513,32,52,.615,7,24,.292,14,16,.875,99,44,86,.512,34,64,.531,10,22,.455,9,11,.818,107
69,2015-12-19,NYK,,CHI,W 107-91,240,41,82,.500,36,62,.581,5,20,.250,20,24,.833,107,37,94,.394,32,73,.438,5,21,.238,12,17,.706,91
70,2015-12-18,NYK,@,PHI,W 107-97,240,40,85,.471,34,66,.515,6,19,.316,21,28,.750,107,37,77,.481,31,53,.585,6,24,.250,17,30,.567,97
71,2015-12-16,NYK,,MIN,W 107-102,240,37,85,.435,29,64,.453,8,21,.381,25,30,.833,107,42,101,.416,38,80,.475,4,21,.190,14,14,1.000,102
72,2015-12-12,NYK,@,POR,W 112-110,240,39,75,.520,30,54,.556,9,21,.429,25,28,.893,112,41,89,.461,35,68,.515,6,21,.286,22,29,.759,110
73,2015-12-10,NYK,@,SAC,L 97-99,240,33,83,.398,24,54,.444,9,29,.310,22,28,.786,97,42,93,.452,39,77,.506,3,16,.188,12,16,.750,99
74,2015-12-09,NYK,@,UTA,L 85-106,240,31,78,.397,23,57,.404,8,21,.381,15,27,.556,85,39,80,.488,30,59,.508,9,21,.429,19,23,.826,106
75,2015-12-07,NYK,,DAL,L 97-104,240,40,84,.476,31,59,.525,9,25,.360,8,9,.889,97,37,82,.451,24,51,.471,13,31,.419,17,20,.850,104
76,2015-12-05,NYK,@,MIL,L 91-106,240,32,76,.421,26,51,.510,6,25,.240,21,28,.750,91,44,89,.494,42,85,.494,2,4,.500,16,24,.667,106
77,2015-12-04,NYK,,BRK,W 108-91,240,39,87,.448,27,60,.450,12,27,.444,18,21,.857,108,39,91,.429,36,80,.450,3,11,.273,10,15,.667,91
78,2015-12-02,NYK,,PHI,W 99-87,240,38,88,.432,34,69,.493,4,19,.211,19,22,.864,99,32,86,.372,23,56,.411,9,30,.300,14,24,.583,87
79,2015-11-29,NYK,,HOU,L 111-116 (OT),265,45,78,.577,39,60,.650,6,18,.333,15,17,.882,111,43,95,.453,36,70,.514,7,25,.280,23,36,.639,116
80,2015-11-27,NYK,,MIA,L 78-97,240,32,85,.376,29,71,.408,3,14,.214,11,15,.733,78,33,76,.434,26,59,.441,7,17,.412,24,28,.857,97
81,2015-11-25,NYK,@,ORL,L 91-100,240,31,83,.373,22,56,.393,9,27,.333,20,25,.800,91,34,86,.395,29,70,.414,5,16,.313,27,32,.844,100
82,2015-11-23,NYK,@,MIA,L 78-95,240,28,87,.322,24,63,.381,4,24,.167,18,21,.857,78,31,81,.383,26,62,.419,5,19,.263,28,36,.778,95
83,Date,Tm,Â,Opp,Result,MP,FG,FGA,FG%,2P,2PA,2P%,3P,3PA,3P%,FT,FTA,FT%,PTS,FG,FGA,FG%,2P,2PA,2P%,3P,3PA,3P%,FT,FTA,FT%,PTS
84,2015-11-21,NYK,@,HOU,W 107-102,240,34,80,.425,22,55,.400,12,25,.480,27,34,.794,107,35,81,.432,23,53,.434,12,28,.429,20,28,.714,102
85,2015-11-20,NYK,@,OKC,W 93-90,240,33,72,.458,21,52,.404,12,20,.600,15,23,.652,93,35,92,.380,32,63,.508,3,29,.103,17,23,.739,90
86,2015-11-17,NYK,,CHO,W 102-94,240,36,89,.404,26,69,.377,10,20,.500,20,21,.952,102,36,82,.439,31,62,.500,5,20,.250,17,25,.680,94
87,2015-11-15,NYK,,NOP,W 95-87,240,38,88,.432,34,70,.486,4,18,.222,15,19,.789,95,32,71,.451,26,50,.520,6,21,.286,17,19,.895,87
88,2015-11-13,NYK,,CLE,L 84-90,240,29,79,.367,20,52,.385,9,27,.333,17,21,.810,84,33,78,.423,27,50,.540,6,28,.214,18,31,.581,90
89,2015-11-11,NYK,@,CHO,L 93-95,240,42,86,.488,38,65,.585,4,21,.190,5,7,.714,93,35,84,.417,27,61,.443,8,23,.348,17,28,.607,95
90,2015-11-10,NYK,@,TOR,W 111-109,240,42,95,.442,31,72,.431,11,23,.478,16,18,.889,111,37,84,.440,33,67,.493,4,17,.235,31,39,.795,109
91,2015-11-08,NYK,,LAL,W 99-95,240,33,84,.393,24,57,.421,9,27,.333,24,29,.828,99,36,94,.383,27,67,.403,9,27,.333,14,23,.609,95
92,2015-11-06,NYK,,MIL,L 92-99,240,33,81,.407,29,57,.509,4,24,.167,22,28,.786,92,35,81,.432,32,67,.478,3,14,.214,26,29,.897,99
93,2015-11-04,NYK,@,CLE,L 86-96,240,33,84,.393,25,60,.417,8,24,.333,12,15,.800,86,33,83,.398,26,56,.464,7,27,.259,23,32,.719,96
94,2015-11-02,NYK,,SAS,L 84-94,240,32,89,.360,28,76,.368,4,13,.308,16,21,.762,84,39,79,.494,35,66,.530,4,13,.308,12,17,.706,94
