,Date,Tm,H_V,Opp,Result,MP,FG,FGA,FG%,2P,2PA,2P%,3P,3PA,3P%,FT,FTA,FT%,PTS,FG.1,FGA.1,FG%.1,2P.1,2PA.1,2P%.1,3P.1,3PA.1,3P%.1,FT.1,FTA.1,FT%.1,PTS.1
7,2016-11-06,BOS,,DEN,L 107-123,240,41,90,.456,33,65,.508,8,25,.320,17,21,.810,107,44,84,.524,33,61,.541,11,23,.478,24,31,.774,123
8,2016-11-03,BOS,@,CLE,L 122-128,240,46,96,.479,35,64,.547,11,32,.344,19,22,.864,122,41,84,.488,27,50,.540,14,34,.412,32,37,.865,128
9,2016-11-02,BOS,,CHI,W 107-100,240,41,87,.471,27,55,.491,14,32,.438,11,17,.647,107,35,81,.432,28,61,.459,7,20,.350,23,31,.742,100
10,2016-10-29,BOS,@,CHO,W 104-98,240,39,81,.481,24,50,.480,15,31,.484,11,17,.647,104,32,79,.405,23,47,.489,9,32,.281,25,33,.758,98
11,2016-10-27,BOS,@,CHI,L 99-105,240,38,76,.500,30,53,.566,8,23,.348,15,24,.625,99,36,92,.391,25,67,.373,11,25,.440,22,30,.733,105
12,2016-10-26,BOS,,BRK,W 122-117,240,48,89,.539,37,57,.649,11,32,.344,15,18,.833,122,43,97,.443,28,53,.528,15,44,.341,16,20,.800,117
13,2016-04-13,BOS,,MIA,W 98-88,240,37,86,.430,32,72,.444,5,14,.357,19,22,.864,98,38,88,.432,36,69,.522,2,19,.105,10,12,.833,88
14,2016-04-11,BOS,,CHO,L 100-114,240,34,89,.382,26,65,.400,8,24,.333,24,29,.828,100,41,81,.506,27,49,.551,14,32,.438,18,22,.818,114
15,2016-04-09,BOS,@,ATL,L 107-118,240,40,90,.444,29,62,.468,11,28,.393,16,24,.667,107,46,88,.523,29,55,.527,17,33,.515,9,11,.818,118
16,2016-04-08,BOS,,MIL,W 124-109,240,44,78,.564,38,64,.594,6,14,.429,30,38,.789,124,41,84,.488,34,67,.507,7,17,.412,20,29,.690,109
17,2016-04-06,BOS,,NOP,W 104-97,240,36,87,.414,26,53,.491,10,34,.294,22,27,.815,104,34,78,.436,25,54,.463,9,24,.375,20,23,.870,97
18,2016-04-03,BOS,@,LAL,W 107-100,240,41,91,.451,33,61,.541,8,30,.267,17,22,.773,107,37,90,.411,31,69,.449,6,21,.286,20,29,.690,100
19,2016-04-01,BOS,@,GSW,W 109-106,240,41,87,.471,33,64,.516,8,23,.348,19,30,.633,109,38,83,.458,18,40,.450,20,43,.465,10,13,.769,106
20,Date,Tm,Â,Opp,Result,MP,FG,FGA,FG%,2P,2PA,2P%,3P,3PA,3P%,FT,FTA,FT%,PTS,FG,FGA,FG%,2P,2PA,2P%,3P,3PA,3P%,FT,FTA,FT%,PTS
21,2016-03-31,BOS,@,POR,L 109-116,240,37,88,.420,28,64,.438,9,24,.375,26,34,.765,109,41,90,.456,27,56,.482,14,34,.412,20,27,.741,116
22,2016-03-28,BOS,@,LAC,L 90-114,240,31,89,.348,24,70,.343,7,19,.368,21,27,.778,90,44,84,.524,33,59,.559,11,25,.440,15,18,.833,114
23,2016-03-26,BOS,@,PHO,W 102-99,240,35,84,.417,27,55,.491,8,29,.276,24,27,.889,102,37,85,.435,30,54,.556,7,31,.226,18,21,.857,99
24,2016-03-23,BOS,,TOR,W 91-79,240,35,80,.438,27,60,.450,8,20,.400,13,21,.619,91,31,89,.348,25,67,.373,6,22,.273,11,20,.550,79
25,2016-03-21,BOS,,ORL,W 107-96,240,40,85,.471,33,63,.524,7,22,.318,20,24,.833,107,39,93,.419,34,74,.459,5,19,.263,13,19,.684,96
26,2016-03-20,BOS,@,PHI,W 120-105,240,46,94,.489,36,69,.522,10,25,.400,18,21,.857,120,39,92,.424,31,71,.437,8,21,.381,19,27,.704,105
27,2016-03-18,BOS,@,TOR,L 91-105,240,36,82,.439,27,61,.443,9,21,.429,10,12,.833,91,37,77,.481,24,49,.490,13,28,.464,18,25,.720,105
28,2016-03-16,BOS,,OKC,L 109-130,240,40,93,.430,35,74,.473,5,19,.263,24,27,.889,109,47,96,.490,35,67,.522,12,29,.414,24,30,.800,130
29,2016-03-15,BOS,@,IND,L 98-103,240,36,94,.383,28,63,.444,8,31,.258,18,22,.818,98,39,84,.464,34,72,.472,5,12,.417,20,28,.714,103
30,2016-03-11,BOS,,HOU,L 98-102,240,34,91,.374,26,60,.433,8,31,.258,22,28,.786,98,40,88,.455,35,62,.565,5,26,.192,17,25,.680,102
31,2016-03-09,BOS,,MEM,W 116-96,240,41,87,.471,26,55,.473,15,32,.469,19,24,.792,116,32,84,.381,25,58,.431,7,26,.269,25,31,.806,96
32,2016-03-05,BOS,@,CLE,L 103-120,240,37,80,.463,27,57,.474,10,23,.435,19,27,.704,103,42,82,.512,32,52,.615,10,30,.333,26,34,.765,120
