,Date,Tm,H_V,Opp,Result,MP,FG,FGA,FG%,2P,2PA,2P%,3P,3PA,3P%,FT,FTA,FT%,PTS,FG.1,FGA.1,FG%.1,2P.1,2PA.1,2P%.1,3P.1,3PA.1,3P%.1,FT.1,FTA.1,FT%.1,PTS.1
49,2018-10-22,LAL,,SAS,L 142-143 (OT),265,55,107,.514,41,68,.603,14,39,.359,18,26,.692,142,50,97,.515,35,69,.507,15,28,.536,28,38,.737,143
50,2018-10-20,LAL,,HOU,L 115-124,240,48,100,.480,40,68,.588,8,32,.250,11,18,.611,115,44,96,.458,28,54,.519,16,42,.381,20,30,.667,124
51,2018-10-18,LAL,@,POR,L 119-128,240,45,93,.484,38,63,.603,7,30,.233,22,29,.759,119,44,100,.440,31,63,.492,13,37,.351,27,29,.931,128
52,2018-04-11,LAL,@,LAC,W 115-100,240,42,88,.477,25,49,.510,17,39,.436,14,16,.875,115,41,83,.494,35,65,.538,6,18,.333,12,28,.429,100
53,2018-04-10,LAL,,HOU,L 99-105,240,38,90,.422,28,54,.519,10,36,.278,13,15,.867,99,37,88,.420,21,41,.512,16,47,.340,15,16,.938,105
54,2018-04-08,LAL,,UTA,L 97-112,240,37,93,.398,32,68,.471,5,25,.200,18,22,.818,97,42,83,.506,29,47,.617,13,36,.361,15,22,.682,112
55,2018-04-06,LAL,,MIN,L 96-113,240,31,79,.392,23,55,.418,8,24,.333,26,32,.813,96,43,100,.430,35,74,.473,8,26,.308,19,26,.731,113
56,2018-04-04,LAL,,SAS,W 122-112 (OT),265,47,86,.547,34,62,.548,13,24,.542,15,18,.833,122,42,97,.433,33,74,.446,9,23,.391,19,27,.704,112
57,2018-04-03,LAL,@,UTA,L 110-117,240,36,74,.486,22,46,.478,14,28,.500,24,36,.667,110,43,89,.483,29,56,.518,14,33,.424,17,27,.630,117
58,2018-04-01,LAL,,SAC,L 83-84,240,30,75,.400,23,43,.535,7,32,.219,16,25,.640,83,35,92,.380,28,68,.412,7,24,.292,7,14,.500,84
59,2018-03-30,LAL,,MIL,L 122-124 (OT),265,48,94,.511,40,67,.597,8,27,.296,18,25,.720,122,45,94,.479,34,65,.523,11,29,.379,23,28,.821,124
60,2018-03-28,LAL,,DAL,W 103-93,240,36,77,.468,27,44,.614,9,33,.273,22,32,.688,103,33,84,.393,20,40,.500,13,44,.295,14,19,.737,93
61,2018-03-26,LAL,@,DET,L 106-112,240,40,85,.471,34,62,.548,6,23,.261,20,25,.800,106,44,100,.440,31,67,.463,13,33,.394,11,15,.733,112
62,Date,Tm,Â,Opp,Result,MP,FG,FGA,FG%,2P,2PA,2P%,3P,3PA,3P%,FT,FTA,FT%,PTS,FG,FGA,FG%,2P,2PA,2P%,3P,3PA,3P%,FT,FTA,FT%,PTS
63,2018-03-24,LAL,@,MEM,W 100-93,240,35,86,.407,22,48,.458,13,38,.342,17,25,.680,100,35,84,.417,30,55,.545,5,29,.172,18,22,.818,93
64,2018-03-22,LAL,@,NOP,L 125-128,240,43,87,.494,26,48,.542,17,39,.436,22,28,.786,125,52,95,.547,46,71,.648,6,24,.250,18,22,.818,128
65,2018-03-19,LAL,@,IND,L 100-110,240,38,86,.442,30,53,.566,8,33,.242,16,23,.696,100,43,87,.494,37,66,.561,6,21,.286,18,19,.947,110
66,2018-03-16,LAL,,MIA,L 91-92,240,32,76,.421,23,57,.404,9,19,.474,18,22,.818,91,36,94,.383,26,58,.448,10,36,.278,10,14,.714,92
67,2018-03-14,LAL,@,GSW,L 106-117,240,38,84,.452,26,46,.565,12,38,.316,18,28,.643,106,44,81,.543,38,61,.623,6,20,.300,23,28,.821,117
68,2018-03-13,LAL,,DEN,W 112-103,240,40,90,.444,25,50,.500,15,40,.375,17,25,.680,112,38,86,.442,25,46,.543,13,40,.325,14,19,.737,103
