,Date,Tm,H_V,Opp,Result,MP,FG,FGA,FG%,2P,2PA,2P%,3P,3PA,3P%,FT,FTA,FT%,PTS,FG.1,FGA.1,FG%.1,2P.1,2PA.1,2P%.1,3P.1,3PA.1,3P%.1,FT.1,FTA.1,FT%.1,PTS.1
28,2016-03-21,CLE,,DEN,W 124-91,240,48,86,.558,33,55,.600,15,31,.484,13,17,.765,124,32,81,.395,24,59,.407,8,22,.364,19,25,.760,91
29,2016-03-19,CLE,@,MIA,L 101-122,240,40,76,.526,30,52,.577,10,24,.417,11,13,.846,101,46,84,.548,35,65,.538,11,19,.579,19,23,.826,122
30,2016-03-18,CLE,@,ORL,W 109-103,240,38,76,.500,25,48,.521,13,28,.464,20,27,.741,109,37,82,.451,26,60,.433,11,22,.500,18,22,.818,103
31,2016-03-16,CLE,,DAL,W 99-98,240,39,88,.443,29,51,.569,10,37,.270,11,13,.846,99,37,79,.468,30,57,.526,7,22,.318,17,19,.895,98
32,2016-03-14,CLE,@,UTA,L 85-94,240,35,88,.398,25,45,.556,10,43,.233,5,8,.625,85,35,71,.493,23,44,.523,12,27,.444,12,14,.857,94
33,2016-03-13,CLE,@,LAC,W 114-90,240,41,84,.488,23,47,.489,18,37,.486,14,20,.700,114,32,79,.405,22,47,.468,10,32,.313,16,19,.842,90
34,2016-03-10,CLE,@,LAL,W 120-108,240,45,85,.529,29,50,.580,16,35,.457,14,20,.700,120,42,80,.525,35,58,.603,7,22,.318,17,21,.810,108
35,2016-03-09,CLE,@,SAC,W 120-111,240,39,90,.433,26,46,.565,13,44,.295,29,35,.829,120,40,84,.476,32,62,.516,8,22,.364,23,32,.719,111
36,2016-03-07,CLE,,MEM,L 103-106,240,36,80,.450,29,51,.569,7,29,.241,24,29,.828,103,41,86,.477,35,66,.530,6,20,.300,18,22,.818,106
37,2016-03-05,CLE,,BOS,W 120-103,240,42,82,.512,32,52,.615,10,30,.333,26,34,.765,120,37,80,.463,27,57,.474,10,23,.435,19,27,.704,103
38,2016-03-04,CLE,,WAS,W 108-83,240,42,90,.467,30,63,.476,12,27,.444,12,16,.750,108,32,81,.395,29,61,.475,3,20,.150,16,24,.667,83
39,2016-02-29,CLE,,IND,W 100-96,240,35,83,.422,26,54,.481,9,29,.310,21,25,.840,100,37,80,.463,29,62,.468,8,18,.444,14,15,.933,96
40,2016-02-28,CLE,@,WAS,L 99-113,240,32,80,.400,23,51,.451,9,29,.310,26,30,.867,99,39,79,.494,28,48,.583,11,31,.355,24,34,.706,113
41,Date,Tm,Â,Opp,Result,MP,FG,FGA,FG%,2P,2PA,2P%,3P,3PA,3P%,FT,FTA,FT%,PTS,FG,FGA,FG%,2P,2PA,2P%,3P,3PA,3P%,FT,FTA,FT%,PTS
42,2016-02-26,CLE,@,TOR,L 97-99,240,35,74,.473,23,50,.460,12,24,.500,15,21,.714,97,37,73,.507,31,56,.554,6,17,.353,19,26,.731,99
43,2016-02-24,CLE,,CHO,W 114-103,240,45,91,.495,32,59,.542,13,32,.406,11,17,.647,114,37,76,.487,27,47,.574,10,29,.345,19,27,.704,103
44,2016-02-22,CLE,,DET,L 88-96,240,34,79,.430,26,53,.491,8,26,.308,12,13,.923,88,37,80,.463,29,55,.527,8,25,.320,14,21,.667,96
45,2016-02-21,CLE,@,OKC,W 115-92,240,41,80,.513,31,57,.544,10,23,.435,23,27,.852,115,37,90,.411,32,69,.464,5,21,.238,13,19,.684,92
46,2016-02-18,CLE,,CHI,W 106-95,240,42,91,.462,35,67,.522,7,24,.292,15,17,.882,106,37,93,.398,29,72,.403,8,21,.381,13,22,.591,95
