,Date,Tm,H_V,Opp,Result,MP,FG,FGA,FG%,2P,2PA,2P%,3P,3PA,3P%,FT,FTA,FT%,PTS,FG.1,FGA.1,FG%.1,2P.1,2PA.1,2P%.1,3P.1,3PA.1,3P%.1,FT.1,FTA.1,FT%.1,PTS.1
90,2015-11-11,DEN,,MIL,W 103-102,240,39,79,.494,31,55,.564,8,24,.333,17,24,.708,103,42,79,.532,32,57,.561,10,22,.455,8,9,.889,102
91,2015-11-09,DEN,,POR,W 108-104,240,40,77,.519,33,58,.569,7,19,.368,21,32,.656,108,36,91,.396,26,62,.419,10,29,.345,22,27,.815,104
92,2015-11-06,DEN,@,GSW,L 104-119,240,39,92,.424,31,68,.456,8,24,.333,18,22,.818,104,46,93,.495,29,56,.518,17,37,.459,10,18,.556,119
93,2015-11-05,DEN,,UTA,L 84-96,240,28,72,.389,23,52,.442,5,20,.250,23,34,.676,84,37,85,.435,26,61,.426,11,24,.458,11,17,.647,96
94,2015-11-03,DEN,@,LAL,W 120-109,240,43,85,.506,36,65,.554,7,20,.350,27,31,.871,120,36,86,.419,30,60,.500,6,26,.231,31,38,.816,109
95,2015-11-01,DEN,@,OKC,L 93-117,240,35,92,.380,26,66,.394,9,26,.346,14,19,.737,93,45,86,.523,32,61,.525,13,25,.520,14,18,.778,117
96,2015-10-30,DEN,,MIN,L 78-95,240,29,95,.305,24,70,.343,5,25,.200,15,20,.750,78,30,71,.423,28,60,.467,2,11,.182,33,41,.805,95
97,2015-10-28,DEN,@,HOU,W 105-85,240,40,79,.506,27,52,.519,13,27,.481,12,18,.667,105,30,87,.345,22,52,.423,8,35,.229,17,26,.654,85
98,2015-04-15,DEN,@,GSW,L 126-133,240,45,83,.542,39,65,.600,6,18,.333,30,36,.833,126,47,90,.522,34,62,.548,13,28,.464,26,34,.765,133
99,2015-04-13,DEN,@,LAC,L 103-110,240,38,101,.376,26,68,.382,12,33,.364,15,22,.682,103,37,82,.451,30,61,.492,7,21,.333,29,37,.784,110
100,2015-04-12,DEN,,SAC,W 122-111,240,45,82,.549,36,56,.643,9,26,.346,23,30,.767,122,38,74,.514,33,56,.589,5,18,.278,30,42,.714,111
101,2015-04-10,DEN,,DAL,L 143-144 (2OT),290,53,125,.424,38,82,.463,15,43,.349,22,25,.880,143,57,109,.523,46,80,.575,11,29,.379,19,24,.792,144
102,2015-04-08,DEN,,LAL,W 119-101,240,44,88,.500,31,58,.534,13,30,.433,18,24,.750,119,36,75,.480,31,59,.525,5,16,.313,24,35,.686,101
103,2015-04-04,DEN,,LAC,L 92-107,240,32,85,.376,26,63,.413,6,22,.273,22,31,.710,92,34,79,.430,21,45,.467,13,34,.382,26,42,.619,107
0,2015-04-03,DEN,@,SAS,L 93-123,240,40,87,.460,34,70,.486,6,17,.353,7,11,.636,93,47,85,.553,33,51,.647,14,34,.412,15,17,.882,123
1,2015-04-01,DEN,@,UTA,L 84-98,240,33,95,.347,26,62,.419,7,33,.212,11,12,.917,84,37,77,.481,28,54,.519,9,23,.391,15,24,.625,98
2,2015-03-28,DEN,@,POR,L 114-120,240,43,92,.467,34,68,.500,9,24,.375,19,22,.864,114,48,85,.565,40,67,.597,8,18,.444,16,18,.889,120
3,2015-03-27,DEN,,UTA,W 107-91,240,39,76,.513,26,52,.500,13,24,.542,16,23,.696,107,32,81,.395,27,54,.500,5,27,.185,22,31,.710,91
