,DATE,START,VISITOR,PTS,HOME,PTS,ATTEND,NOTES,VISITOR_MP,VISITOR_FG,VISITOR_FGA,VISITOR_FG%,VISITOR_3P,VISITOR_3PA,VISITOR_3P%,VISITOR_FT,VISITOR_FTA,VISITOR_FT%,VISITOR_ORB,VISITOR_DRB,VISITOR_TRB,VISITOR_AST,VISITOR_STL,VISITOR_BLK,VISITOR_TOV,VISITOR_PF,VISITOR_PTS,VISITOR_+/-,VISITOR_TS%,VISITOR_eFG%,VISITOR_3PAr,VISITOR_FTr,VISITOR_ORB%,VISITOR_DRB%,VISITOR_TRB%,VISITOR_AST%,VISITOR_STL%,VISITOR_BLK%,VISITOR_TOV%,VISITOR_USG%,VISITOR_ORtg,VISITOR_DRtg,HOME_MP,HOME_FG,HOME_FGA,HOME_FG%,HOME_3P,HOME_3PA,HOME_3P%,HOME_FT,HOME_FTA,HOME_FT%,HOME_ORB,HOME_DRB,HOME_TRB,HOME_AST,HOME_STL,HOME_BLK,HOME_TOV,HOME_PF,HOME_PTS,HOME_+/-,HOME_TS%,HOME_eFG%,HOME_3PAr,HOME_FTr,HOME_ORB%,HOME_DRB%,HOME_TRB%,HOME_AST%,HOME_STL%,HOME_BLK%,HOME_TOV%,HOME_USG%,HOME_ORtg,HOME_DRtg
10,"Wed, Oct 17, 2018",10:00p,Utah Jazz,123.0,Sacramento Kings,117.0,17583.0,,240,41,79,.519,13,27,.481,28,38,.737,5,39,44,21,8,4,17,19,123,,.642,.601,.342,.481,13.5,88.6,54.3,51.2,7.6,5.3,15.1,100.0,116.4,110.7,240,49,95,.516,7,19,.368,12,18,.667,5,32,37,17,8,3,9,27,117,,.568,.553,.200,.189,11.4,86.5,45.7,34.7,7.6,5.8,8.0,100.0,110.7,116.4
11,"Wed, Oct 17, 2018",8:30p,Minnesota Timberwolves,108.0,San Antonio Spurs,112.0,18354.0,,240,39,91,.429,6,19,.316,24,27,.889,14,32,46,20,9,2,11,27,108,,.525,.462,.209,.297,29.8,62.7,46.9,51.3,9.4,2.9,9.7,100.0,112.7,116.8,240,40,93,.430,11,25,.440,21,29,.724,19,33,52,22,3,4,12,22,112,,.530,.489,.269,.312,37.3,70.2,53.1,55.0,3.1,5.6,10.2,100.0,116.8,112.7
12,"Wed, Oct 17, 2018",7:30p,Cleveland Cavaliers,104.0,Toronto Raptors,116.0,19915.0,,240,34,85,.400,7,19,.368,29,39,.744,14,35,49,17,4,0,16,25,104,,.509,.441,.224,.459,28.6,81.4,53.3,50.0,4.0,0.0,13.5,100.0,103.7,115.6,240,45,92,.489,14,33,.424,12,20,.600,8,35,43,21,6,7,9,29,116,,.575,.565,.359,.217,18.6,71.4,46.7,46.7,6.0,10.6,8.2,100.0,115.6,103.7
13,"Thu, Oct 18, 2018",8:00p,Chicago Bulls,108.0,Philadelphia 76ers,127.0,20302.0,,240,44,101,.436,11,33,.333,9,12,.750,5,34,39,28,4,6,12,23,108,,.508,.490,.327,.119,10.2,75.6,41.5,63.6,3.7,10.5,10.1,100.0,99.6,117.2,240,44,93,.473,12,36,.333,27,30,.900,11,44,55,30,10,8,13,17,127,,.598,.538,.387,.323,24.4,89.8,58.5,68.2,9.2,11.8,10.9,100.0,117.2,99.6
14,"Thu, Oct 18, 2018",10:30p,Los Angeles Lakers,119.0,Portland Trail Blazers,128.0,19996.0,,240,45,93,.484,7,30,.233,22,29,.759,8,38,46,23,10,6,15,26,119,,.563,.522,.323,.312,16.7,73.1,46.0,51.1,9.0,9.5,12.4,100.0,107.0,115.1,240,44,100,.440,13,37,.351,27,29,.931,14,40,54,21,9,10,16,26,128,,.568,.505,.370,.290,26.9,83.3,54.0,47.7,8.1,15.9,12.4,100.0,115.1,107.0
15,"Thu, Oct 18, 2018",8:00p,Miami Heat,113.0,Washington Wizards,112.0,20409.0,,240,38,97,.392,12,35,.343,25,34,.735,22,33,55,25,6,5,16,26,113,,.505,.454,.361,.351,40.0,82.5,57.9,65.8,5.9,9.1,12.5,100.0,110.8,109.9,240,38,81,.469,7,26,.269,29,39,.744,7,33,40,19,7,15,14,31,112,,.570,.512,.321,.481,17.5,60.0,42.1,50.0,6.9,24.2,12.5,100.0,109.9,110.8
16,"Fri, Oct 19, 2018",7:30p,New York Knicks,105.0,Brooklyn Nets,107.0,17732.0,,240,39,97,.402,9,28,.321,18,20,.900,12,24,36,14,10,1,3,19,105,,.496,.448,.289,.206,21.8,66.7,39.6,35.9,10.7,2.2,2.8,100.0,112.0,114.1,240,37,75,.493,12,30,.400,21,24,.875,12,43,55,22,2,6,22,23,107,,.625,.573,.400,.320,33.3,78.2,60.4,59.5,2.1,8.7,20.5,100.0,114.1,112.0
17,"Fri, Oct 19, 2018",10:30p,Oklahoma City Thunder,92.0,Los Angeles Clippers,108.0,14816.0,,240,34,95,.358,7,33,.212,17,23,.739,15,37,52,18,5,4,12,29,92,,.438,.395,.347,.242,28.3,78.7,52.0,52.9,5.1,7.3,10.2,100.0,93.6,109.8,240,35,81,.432,11,26,.423,27,36,.750,10,38,48,21,3,3,14,24,108,,.558,.500,.321,.444,21.3,71.7,48.0,60.0,3.1,4.8,12.6,100.0,109.8,93.6
18,"Fri, Oct 19, 2018",8:00p,Atlanta Hawks,117.0,Memphis Grizzlies,131.0,17019.0,,240,41,83,.494,14,30,.467,21,36,.583,11,29,40,27,9,5,19,31,117,,.592,.578,.361,.434,24.4,80.6,49.4,65.9,8.5,9.1,16.1,100.0,110.4,123.6,240,44,81,.543,13,26,.500,30,43,.698,7,34,41,32,9,4,16,29,131,,.656,.623,.321,.531,19.4,75.6,50.6,72.7,8.5,7.5,13.8,100.0,123.6,110.4
19,"Fri, Oct 19, 2018",8:30p,Indiana Pacers,101.0,Milwaukee Bucks,118.0,17341.0,,240,38,87,.437,6,18,.333,19,27,.704,9,32,41,14,7,3,17,25,101,,.511,.471,.207,.310,18.8,74.4,45.1,36.8,6.7,6.4,14.7,100.0,96.2,112.4,240,44,93,.473,17,46,.370,13,21,.619,11,39,50,27,9,8,17,26,118,,.577,.565,.495,.226,25.6,81.3,54.9,61.4,8.6,11.6,14.3,100.0,112.4,96.2
20,"Fri, Oct 19, 2018",8:00p,Cleveland Cavaliers,123.0,Minnesota Timberwolves,131.0,18978.0,,240,45,93,.484,8,23,.348,25,29,.862,13,30,43,26,5,2,14,24,123,,.582,.527,.247,.312,29.5,76.9,51.8,57.8,4.8,3.2,11.7,100.0,119.0,126.7,240,44,87,.506,10,25,.400,33,35,.943,9,31,40,28,9,7,13,21,131,,.640,.563,.287,.402,23.1,70.5,48.2,63.6,8.7,10.0,11.3,100.0,126.7,119.0
21,"Fri, Oct 19, 2018",8:00p,Sacramento Kings,129.0,New Orleans Pelicans,149.0,18337.0,,240,50,96,.521,10,25,.400,19,26,.731,9,30,39,24,6,2,13,26,129,,.600,.573,.260,.271,18.4,71.4,42.9,48.0,5.4,3.1,10.8,100.0,115.9,133.9,240,56,95,.589,16,31,.516,21,33,.636,12,40,52,35,6,4,16,25,149,,.680,.674,.326,.347,28.6,81.6,57.1,62.5,5.4,5.6,12.7,100.0,133.9,115.9
22,"Fri, Oct 19, 2018",7:00p,Charlotte Hornets,120.0,Orlando Magic,88.0,17668.0,,240,43,92,.467,17,38,.447,17,20,.850,12,43,55,32,6,4,15,17,120,,.595,.560,.413,.217,27.3,78.2,55.6,74.4,5.9,6.3,13.0,100.0,119.0,87.2,240,36,94,.383,6,31,.194,10,14,.714,12,32,44,18,8,7,15,16,88,,.439,.415,.330,.149,21.8,72.7,44.4,50.0,7.9,13.0,13.0,100.0,87.2,119.0
23,"Fri, Oct 19, 2018",8:00p,Boston Celtics,101.0,Toronto Raptors,113.0,19800.0,,240,40,99,.404,14,36,.389,7,10,.700,16,33,49,29,4,6,14,27,101,,.488,.475,.364,.101,30.2,73.3,50.0,72.5,4.1,10.5,11.9,100.0,103.3,115.6,240,43,92,.467,13,35,.371,14,19,.737,12,37,49,24,3,3,12,19,113,,.563,.538,.380,.207,26.7,69.8,50.0,55.8,3.1,4.8,10.7,100.0,115.6,103.3
24,"Fri, Oct 19, 2018",10:30p,Golden State Warriors,124.0,Utah Jazz,123.0,18306.0,,240,49,87,.563,10,19,.526,16,18,.889,8,35,43,27,10,6,16,23,124,,.653,.621,.218,.207,22.2,77.8,53.1,55.1,9.7,14.0,14.4,100.0,120.3,119.4,240,40,89,.449,19,46,.413,24,29,.828,10,28,38,24,11,4,16,19,123,,.604,.556,.517,.326,22.2,77.8,46.9,60.0,10.7,5.9,13.6,100.0,119.4,120.3
25,"Sat, Oct 20, 2018",8:00p,Detroit Pistons,118.0,Chicago Bulls,116.0,21289.0,,240,41,101,.406,18,40,.450,18,23,.783,18,31,49,21,4,4,9,23,118,,.531,.495,.396,.228,33.3,86.1,54.4,51.2,4.0,6.1,7.5,100.0,118.1,116.1,240,44,87,.506,7,21,.333,21,26,.808,5,36,41,26,4,3,11,20,116,,.589,.546,.241,.299,13.9,66.7,45.6,59.1,4.0,4.9,10.1,100.0,116.1,118.1
26,"Sat, Oct 20, 2018",8:30p,Minnesota Timberwolves,136.0,Dallas Mavericks,140.0,20205.0,,240,44,84,.524,14,27,.519,34,40,.850,6,27,33,23,10,3,17,30,136,,.669,.607,.321,.476,18.2,64.3,44.0,52.3,9.2,6.3,14.3,100.0,124.7,128.4,240,49,98,.500,17,50,.340,25,34,.735,15,27,42,29,8,8,16,28,140,,.620,.587,.510,.347,35.7,81.8,56.0,59.2,7.3,14.0,12.4,100.0,128.4,124.7
27,"Sat, Oct 20, 2018",9:00p,Phoenix Suns,91.0,Denver Nuggets,119.0,19592.0,,240,29,77,.377,11,39,.282,22,35,.629,10,30,40,20,6,4,19,26,91,,.492,.448,.506,.455,18.2,76.9,42.6,69.0,5.9,7.0,17.1,100.0,88.8,116.2,240,43,85,.506,9,28,.321,24,29,.828,9,45,54,28,12,6,18,31,119,,.609,.559,.329,.341,23.1,81.8,57.4,65.1,11.7,15.8,15.5,100.0,116.2,88.8
28,"Sat, Oct 20, 2018",7:00p,Brooklyn Nets,112.0,Indiana Pacers,132.0,17007.0,,240,41,86,.477,16,37,.432,14,22,.636,9,31,40,25,6,6,20,18,112,,.585,.570,.430,.256,23.1,75.6,50.0,61.0,5.9,8.8,17.3,100.0,109.9,129.5,240,51,92,.554,16,24,.667,14,22,.636,10,30,40,21,12,5,10,18,132,,.649,.641,.261,.239,24.4,76.9,50.0,41.2,11.8,10.2,9.0,100.0,129.5,109.9
29,"Sat, Oct 20, 2018",10:30p,Houston Rockets,124.0,Los Angeles Lakers,115.0,18997.0,,240,44,96,.458,16,42,.381,20,30,.667,13,41,54,22,7,4,16,21,124,,.568,.542,.438,.313,27.1,82.0,55.1,50.0,6.5,5.9,12.8,100.0,114.8,106.4,240,48,100,.480,8,32,.250,11,18,.611,9,35,44,28,8,10,10,21,115,,.533,.520,.320,.180,18.0,72.9,44.9,58.3,7.4,18.5,8.5,100.0,106.4,114.8
30,"Sat, Oct 20, 2018",8:00p,Charlotte Hornets,113.0,Miami Heat,112.0,19600.0,,240,41,93,.441,16,42,.381,15,23,.652,12,28,40,23,6,12,11,27,113,,.548,.527,.452,.247,24.5,70.0,44.9,56.1,6.0,21.8,9.6,100.0,113.6,112.6,240,41,89,.461,11,34,.324,19,27,.704,12,37,49,21,4,11,15,27,112,,.555,.522,.382,.303,30.0,75.5,55.1,51.2,4.0,21.6,12.9,100.0,112.6,113.6
31,"Sat, Oct 20, 2018",7:30p,Boston Celtics,103.0,New York Knicks,101.0,19427.0,,240,33,82,.402,9,25,.360,28,33,.848,11,36,47,21,8,2,15,26,103,,.534,.457,.305,.402,23.9,76.6,50.5,63.6,8.1,3.8,13.5,100.0,103.7,101.7,240,36,87,.414,12,35,.343,17,27,.630,11,35,46,23,8,1,16,25,101,,.511,.483,.402,.310,23.4,76.1,49.5,63.9,8.1,1.8,13.9,100.0,101.7,103.7
32,"Sat, Oct 20, 2018",7:30p,Orlando Magic,115.0,Philadelphia 76ers,116.0,20300.0,,240,41,90,.456,16,29,.552,17,22,.773,14,35,49,31,7,7,14,15,115,,.577,.544,.322,.244,29.8,72.9,51.6,75.6,7.3,11.5,12.3,100.0,120.4,121.5,240,45,94,.479,17,33,.515,9,10,.900,13,33,46,33,8,3,10,21,116,,.589,.569,.351,.106,27.1,70.2,48.4,73.3,8.4,4.9,9.2,100.0,121.5,120.4
33,"Sat, Oct 20, 2018",10:00p,San Antonio Spurs,108.0,Portland Trail Blazers,121.0,19461.0,,240,42,100,.420,13,30,.433,11,14,.786,15,25,40,29,5,4,6,17,108,,.509,.485,.300,.140,28.3,75.8,46.5,69.0,5.3,7.7,5.3,100.0,115.2,129.1,240,45,84,.536,15,32,.469,16,19,.842,8,38,46,24,5,3,12,14,121,,.655,.625,.381,.226,24.2,71.7,53.5,53.3,5.3,4.3,11.5,100.0,129.1,115.2
34,"Sat, Oct 20, 2018",7:00p,Toronto Raptors,117.0,Washington Wizards,113.0,16185.0,,240,39,88,.443,10,29,.345,29,36,.806,14,38,52,21,5,5,17,29,117,,.563,.500,.330,.409,33.3,80.9,58.4,53.8,4.9,10.0,14.1,100.0,114.7,110.7,240,37,89,.416,13,39,.333,26,32,.813,9,28,37,20,11,9,11,27,113,,.548,.489,.438,.360,19.1,66.7,41.6,54.1,10.8,15.3,9.6,100.0,110.7,114.7
35,"Sun, Oct 21, 2018",6:00p,Atlanta Hawks,133.0,Cleveland Cavaliers,111.0,19432.0,,240,48,98,.490,22,47,.468,15,19,.789,9,35,44,32,9,7,12,21,133,,.625,.602,.480,.194,20.9,70.0,47.3,66.7,8.5,9.7,10.1,100.0,125.5,104.7,240,46,99,.465,10,27,.370,9,14,.643,15,34,49,23,5,2,18,25,111,,.528,.515,.273,.141,30.0,79.1,52.7,50.0,4.7,3.9,14.6,100.0,104.7,125.5
36,"Sun, Oct 21, 2018",8:00p,Golden State Warriors,98.0,Denver Nuggets,100.0,19520.0,,240,36,79,.456,7,29,.241,19,24,.792,6,34,40,22,4,6,18,29,98,,.547,.500,.367,.304,15.0,72.3,46.0,61.1,4.1,11.1,16.7,100.0,100.3,102.4,240,35,86,.407,6,32,.188,24,42,.571,13,34,47,21,11,4,8,22,100,,.479,.442,.372,.488,27.7,85.0,54.0,60.0,11.3,8.0,7.1,100.0,102.4,100.3
37,"Sun, Oct 21, 2018",9:00p,Houston Rockets,112.0,Los Angeles Clippers,115.0,16149.0,,240,43,89,.483,15,35,.429,11,15,.733,6,29,35,28,6,6,12,23,112,,.586,.567,.393,.169,14.0,70.7,41.7,65.1,6.1,9.4,11.2,100.0,113.2,116.3,240,42,89,.472,5,25,.200,26,26,1.000,12,37,49,22,8,7,13,16,115,,.572,.500,.281,.292,29.3,86.0,58.3,52.4,8.1,13.0,11.5,100.0,116.3,113.2
38,"Sun, Oct 21, 2018",7:00p,Sacramento Kings,131.0,Oklahoma City Thunder,120.0,18203.0,,240,50,91,.549,10,22,.455,21,28,.750,12,34,46,28,11,7,17,26,131,,.634,.604,.242,.308,26.7,65.4,47.4,56.0,10.0,10.8,14.1,100.0,119.1,109.1,240,46,104,.442,9,39,.231,19,30,.633,18,33,51,23,11,9,18,29,120,,.512,.486,.375,.288,34.6,73.3,52.6,50.0,10.0,13.0,13.3,100.0,109.1,119.1
39,"Mon, Oct 22, 2018",7:30p,Orlando Magic,93.0,Boston Celtics,90.0,18624.0,,240,38,93,.409,10,35,.286,7,10,.700,8,41,49,28,6,2,9,15,93,,.477,.462,.376,.108,16.0,82.0,49.0,73.7,6.2,3.9,8.5,100.0,96.5,93.4,240,37,91,.407,9,40,.225,7,9,.778,9,42,51,21,6,3,12,15,90,,.474,.456,.440,.099,18.0,84.0,51.0,56.8,6.2,5.2,11.2,100.0,93.4,96.5
40,"Mon, Oct 22, 2018",8:30p,Chicago Bulls,109.0,Dallas Mavericks,115.0,19291.0,,240,41,80,.513,13,23,.565,14,21,.667,7,27,34,18,6,4,19,29,109,,.611,.594,.288,.263,20.0,67.5,45.3,43.9,6.1,8.7,17.6,100.0,110.6,116.7,240,40,93,.430,15,47,.319,20,21,.952,13,28,41,25,8,2,15,16,115,,.562,.511,.505,.226,32.5,80.0,54.7,62.5,8.1,3.5,12.8,100.0,116.7,110.6
41,"Mon, Oct 22, 2018",10:30p,Phoenix Suns,103.0,Golden State Warriors,123.0,19596.0,,240,39,86,.453,9,34,.265,16,18,.889,12,33,45,24,8,1,21,21,103,,.548,.506,.395,.209,26.7,82.5,52.9,61.5,7.8,2.0,18.3,100.0,100.4,119.9,240,45,88,.511,14,37,.378,19,26,.731,7,33,40,35,12,4,14,24,123,,.618,.591,.420,.295,17.5,73.3,47.1,77.8,11.7,7.7,12.3,100.0,119.9,100.4
42,"Mon, Oct 22, 2018",10:30p,San Antonio Spurs,143.0,Los Angeles Lakers,142.0,18997.0,,265,50,97,.515,15,28,.536,28,38,.737,10,37,47,32,9,3,9,26,143,,.629,.593,.289,.392,20.4,74.0,47.5,64.0,7.9,4.4,7.3,100.0,125.0,124.1,265,55,107,.514,14,39,.359,18,26,.692,13,39,52,33,5,6,15,29,142,,.599,.579,.364,.243,26.0,79.6,52.5,60.0,4.4,8.7,11.2,100.0,124.1,125.0
43,"Mon, Oct 22, 2018",8:00p,New York Knicks,113.0,Milwaukee Bucks,124.0,16228.0,,240,45,99,.455,10,29,.345,13,15,.867,11,32,43,22,6,2,11,21,113,,.535,.505,.293,.152,23.4,62.7,43.9,48.9,5.9,3.6,9.4,100.0,112.0,122.9,240,45,96,.469,17,40,.425,17,24,.708,19,36,55,27,5,9,14,18,124,,.582,.557,.417,.250,37.3,76.6,56.1,60.0,5.0,12.9,11.6,100.0,122.9,112.0
44,"Mon, Oct 22, 2018",8:00p,Indiana Pacers,91.0,Minnesota Timberwolves,101.0,10371.0,,240,36,92,.391,8,26,.308,11,16,.688,12,33,45,18,6,6,15,24,91,,.459,.435,.283,.174,23.5,80.5,48.9,50.0,6.0,11.5,13.2,100.0,91.6,101.7,240,36,85,.424,7,33,.212,22,24,.917,8,39,47,24,9,12,15,17,101,,.528,.465,.388,.282,19.5,76.5,51.1,66.7,9.1,18.2,13.6,100.0,101.7,91.6
45,"Mon, Oct 22, 2018",10:00p,Washington Wizards,125.0,Portland Trail Blazers,124.0,19187.0,,265,46,110,.418,15,37,.405,18,26,.692,12,42,54,23,6,7,10,27,125,,.515,.486,.336,.236,18.5,71.2,43.5,50.0,5.1,10.1,7.6,100.0,105.4,104.6,265,43,108,.398,11,39,.282,27,31,.871,17,53,70,22,6,4,19,22,124,,.510,.449,.361,.287,28.8,81.5,56.5,51.2,5.1,5.5,13.5,100.0,104.6,105.4
46,"Mon, Oct 22, 2018",7:30p,Charlotte Hornets,106.0,Toronto Raptors,127.0,19800.0,,240,41,97,.423,9,28,.321,15,18,.833,14,27,41,21,5,5,12,14,106,,.505,.469,.289,.186,25.5,84.4,47.1,51.2,5.0,10.4,10.3,100.0,105.8,126.8,240,50,87,.575,15,39,.385,12,14,.857,5,41,46,36,10,8,13,21,127,,.682,.661,.448,.161,15.6,74.5,52.9,72.0,10.0,11.6,12.2,100.0,126.8,105.8
47,"Mon, Oct 22, 2018",9:00p,Memphis Grizzlies,92.0,Utah Jazz,84.0,18306.0,,240,31,84,.369,9,28,.321,21,26,.808,7,36,43,18,10,2,10,22,92,,.482,.423,.333,.310,14.9,78.3,46.2,58.1,10.5,4.0,9.5,100.0,96.9,88.5,240,29,82,.354,8,32,.250,18,23,.783,10,40,50,18,6,6,15,22,84,,.456,.402,.390,.280,21.7,85.1,53.8,62.1,6.3,10.7,14.0,100.0,88.5,96.9
48,"Tue, Oct 23, 2018",9:00p,Sacramento Kings,112.0,Denver Nuggets,126.0,13214.0,,240,45,86,.523,13,31,.419,9,20,.450,9,30,39,29,7,6,16,17,112,,.591,.599,.360,.233,20.9,66.7,44.3,64.4,7.0,8.7,14.4,100.0,111.6,125.6,240,51,99,.515,11,30,.367,13,15,.867,15,34,49,31,11,3,12,22,126,,.597,.571,.303,.152,33.3,79.1,55.7,60.8,11.0,5.5,10.2,100.0,125.6,111.6
49,"Tue, Oct 23, 2018",7:00p,Philadelphia 76ers,132.0,Detroit Pistons,133.0,14418.0,,265,49,98,.500,14,43,.326,20,28,.714,8,40,48,32,3,8,11,24,132,,.598,.571,.439,.286,19.0,76.9,51.1,65.3,2.7,10.7,9.1,100.0,118.4,119.3,265,51,108,.472,12,33,.364,19,27,.704,12,34,46,22,4,4,8,24,133,,.555,.528,.306,.250,23.1,81.0,48.9,43.1,3.6,7.3,6.3,100.0,119.3,118.4
50,"Tue, Oct 23, 2018",8:00p,Los Angeles Clippers,109.0,New Orleans Pelicans,116.0,14625.0,,240,41,87,.471,5,20,.250,22,27,.815,9,38,47,18,5,4,16,26,109,,.551,.500,.230,.310,20.0,76.0,49.5,43.9,4.8,5.8,13.9,100.0,105.1,111.9,240,40,93,.430,6,24,.250,30,40,.750,12,36,48,22,12,8,8,24,116,,.524,.462,.258,.430,24.0,80.0,50.5,55.0,11.6,11.9,6.7,100.0,111.9,105.1
51,"Wed, Oct 24, 2018",7:00p,Dallas Mavericks,104.0,Atlanta Hawks,111.0,16705.0,,240,38,91,.418,12,40,.300,16,26,.615,9,43,52,25,7,9,17,27,104,,.508,.484,.440,.286,17.0,81.1,49.1,65.8,6.5,17.0,14.2,100.0,96.2,102.7,240,37,91,.407,15,38,.395,22,31,.710,10,44,54,28,6,6,15,26,111,,.530,.489,.418,.341,18.9,83.0,50.9,75.7,5.5,11.8,12.5,100.0,102.7,96.2
